x y
1114.5556509143867 1101.5261496728983
1291.0115181610774 911.7957785710529
481.61200611048116 793.6036890836112
1393.5359305447605 1487.4478767671148
1402.142935713807 1512.6984260520703
605.7208905399015 1200.1282591197846
1085.5153522209757 1100.4249237521785
94.63947873384217 693.794482804478
280.99996984262833 510.5956020268746
897.2052665835417 102.96152098579613
1396.4232755884943 1506.0162746592239
1121.7982563525343 1091.667269339397
96.9379922592141 700.0771169501191
82.79572789246748 706.4599673726989
708.1267336623886 1301.2387139009675
496.21346730938603 805.6140730164677
495.7214448197748 808.1809543853674
485.03676816351765 790.964634642928
506.34303109010716 784.9655081982283
1110.7590817254838 1094.7176130845298
887.8283363510416 91.97745341605508
301.0250238754772 504.774038605611
704.3024116056819 1299.4285965196166
508.1765660857839 799.2149480864435
1511.704229377218 1005.8924520642214
1487.173679547353 998.6050899326123
1121.6291225526743 1102.3425119646947
1282.6071306698793 893.846799348702
601.9871861361763 1201.5721457039772
321.04002773441164 491.09075344883706
1279.1391766319264 899.5064117735868
1304.867945549004 890.3272953077498
897.4250688256346 115.4380867888267
697.5059547141885 1298.0672363443941
1393.107078268854 1506.4291394448135
996.7648763240969 306.695668669259
1005.0714573185526 279.7588955361373
283.87582412437183 513.7763554663926
694.7712260960477 1299.3035506746937
687.5199249526063 1285.7023200898122
694.2498666895007 1297.7464331783785
1495.1785419964933 1002.7592017524717
492.69520352107514 810.3177439481367
1384.6641640664402 1497.1729160911484
592.9715892867112 1204.5739960184546
100.38457750090086 710.253920277951
704.5577262452567 1306.5104863613838
1006.4831222237175 317.6511131107075
491.98001022941094 786.7565156937106
1400.4962341837027 1505.7215632561818
116.54959501037214 697.7360757818617
504.5465433453754 790.5472575191793
1501.8032645318208 1011.3119884673587
94.65008030253107 694.8612951294964
1093.544702753298 1093.1401074253006
1506.7878821615864 1005.1467090585553
604.5883656753064 1190.7870951590583
1395.5523094414573 1495.421665225936
1492.9244059753598 1002.1688734827885
1520.9325168313756 993.150209726783
85.40138486924353 708.9456018951051
90.0830654439028 707.2401927748474
1006.8836382065136 299.86580155308906
1290.2362739418547 900.508237530369
1312.0523666964118 894.6835549017826
906.5234014051498 118.50935533425573
1112.11289978871 1086.8813104236863
1404.6784469929507 1503.4535981949928
702.327923489908 1302.9662421833905
607.5862013197075 1205.916525494774
994.2264639832762 292.2964093178112
591.6230023840527 1199.706729416744
900.6789837889219 77.47902768042941
1098.0334818220658 1101.2215179219527
593.3736585276107 1187.7049079026976
310.6983673372626 502.7524387112446
297.6952676040153 505.05838852673423
499.55100893953477 795.0547173518534
1396.2041552087962 1512.1987508097181
1081.4993409013762 1088.0966014867229
1514.935674985312 1005.5603608688683
1314.0375979715466 903.4985666847333
598.1390060654454 1189.266614670742
903.3194764683077 101.12583949904706
96.03315010450112 695.8488662210508
1298.2256662957473 883.7195594436763
292.64941947515223 495.45550184832274
1006.3922606018485 306.4457992045343
303.8287634518348 506.28273232271164
691.3286238026366 1313.9540536284526
1503.8792143027658 983.3996488133519
700.558417120508 1293.2973533548272
297.9097232436154 499.76613249501077
889.5113945355218 92.35296519676143
1302.4955925138872 890.672948079771
103.8600940197862 690.5851254532513
991.0788233082137 301.55816749410513
1001.936955588742 310.46843003568557
1403.9926175230946 1492.6254467142996
1003.5329137181328 300.2027570467337
1497.7643636411244 1009.785388719707
1290.5910312672393 896.8936508174653
1110.2076385962498 1102.664882909507
299.51271783336824 511.3109811617427
893.3435492045837 103.28317664603075
617.0426500095833 1193.059169964073
900.3713766917851 104.31074334838853
594.9719047113191 1204.4356065134587
984.8784725186803 290.4123917957981
891.4536846001571 88.25798905824934
