x y
312.69395038096803 595.8692011010049
415.23230786844516 417.7611686166827
508.949885821451 1499.136873369019
589.2116964934586 1100.5604473196674
97.32131339159673 1411.2681874584125
401.12241432512224 392.2607886345222
87.32006460051565 1409.728342021283
708.2957101664277 813.5489803412312
493.6174570468762 1518.6949522758857
1214.9936413007633 685.6193115297932
900.5459496765138 501.9880092472407
1110.7672906837252 316.49811358672343
610.3506198156508 1112.1864380243667
98.78284439788483 1400.6422721925803
590.2462328179473 1105.4675857972763
507.01854285537564 1489.4583726427602
1087.3319788287743 301.5435118529209
1205.3419659994101 719.6925697285374
1299.693128744187 1217.135121626008
1003.4320632732621 996.7905386730854
897.7955367411893 498.22242271025453
619.6186524484168 1108.7307613943276
1196.5068099653433 719.0098279053288
701.557844824588 799.7546602440038
408.25327551498725 398.8455279215368
491.30472253178215 1502.2435232147645
1306.2704916062223 1189.796277102597
1100.6841069277546 309.5311307969598
290.075429758051 589.4325134376338
992.7460548554355 1006.517570235709
596.1448466486703 1105.6308404178315
989.2882082040821 1005.1621629457671
596.7376996753441 1097.6458116552917
1295.7210064479289 1207.6589202395933
87.6478373819021 1376.1846850026313
400.52654401015195 396.26482619095907
1091.717348189554 302.9827916187314
1095.7545940001069 302.6367893854181
1106.303082007952 301.0107259001876
305.5798152292662 600.023198910989
495.95518632298564 1502.1315317413455
886.9091824588105 498.0399089605054
307.31387948044 583.0489201190613
1177.8804449545808 699.1858849850107
1196.7056411545739 701.5681652281673
902.8624134629963 502.9952666547275
904.6341690884431 495.113826347313
692.3786286151893 792.1312579510559
699.9855799118577 818.1840148681758
1225.7530392900933 699.9499958427946
1297.113798361272 1188.4856937350778
613.4786919924179 1101.1948489744059
397.75674174589653 395.71226619288706
686.8475832429241 799.7116173250521
615.6447374299859 1109.0862919330852
711.2232699020808 772.6765939721877
903.3051097491953 509.7204769211705
98.46572096405485 1406.3602316746558
495.0294453956359 1510.5422115474041
1200.4011107672866 705.7786373687989
894.980137045078 500.7166396921176
603.9984141580875 1090.0938944809554
1004.6527002490858 1011.6437202197684
712.3291396313356 806.8722629624488
1089.7797018793037 306.4723123445298
1316.641503018761 1205.435285415379
609.4580429210104 1100.826648320656
398.42302444492697 404.43259744928224
284.277118591868 590.1663658468648
1301.8986306559907 1193.1464024484333
1093.1871905819003 301.19136792292664
1211.5637013287073 682.6637726390483
717.5585533818453 814.5093544675631
1112.908739711671 302.9648223678627
488.6000192881983 1494.9558295248617
104.35612877404182 1400.6458891841685
993.0556370520608 1009.2269392208763
711.8412820136064 811.1799738835456
502.8750159712071 1476.7768024214922
304.31156804075084 602.0005615855441
430.2326498161484 395.9104441766522
981.5255818525387 995.541124050826
998.8871846733058 1000.3437882681211
991.0467680060915 999.5475541160905
903.9436423414681 493.2849039619729
521.471259324715 1503.6150459343512
1295.4047672583272 1191.23248136331
1315.3691005157405 1207.884072221312
100.76869411115874 1411.0696627668283
1193.2053063355438 704.5778295320131
402.53626221319087 398.6753587386128
100.80929337334913 1409.8992685930896
903.4657632433099 489.3693353118134
300.4246511050751 588.2982424280821
386.83274344181046 404.42710111111785
1292.3135218354173 1196.6413821485583
997.5848736357776 1002.3831757437976
100.62076778835831 1412.1079425750022
914.1821233322486 507.51340539507896
1090.5877303834384 298.6515442935881
293.9284967946181 618.1570127507935
302.8442409288332 591.4735719637761
1297.5602366085104 1191.3990228688135
1006.9744090162587 999.6116534513982
398.69983663737446 395.55074838075666
702.0381309768832 801.6664594710237
504.32327130291225 1490.6493281997314
107.70477710690267 1406.7409725050334
317.85111439853824 602.1243816500966
1199.1592104451097 706.2170543245256
