x y
399.65968350171437 495.08588792809314
987.0733913115929 92.29314127147724
797.0258931339849 402.601235760045
994.2347305389758 112.57494004894683
694.3165467729709 998.3977563731497
596.4622891162088 292.6242063320399
1500.8034653118466 1399.2224203458786
1495.1880973807436 1390.9194955243088
308.4163568407688 602.4066455862745
303.34446550344154 597.879200204303
1405.273080672399 1093.9669058778732
898.8330566182713 807.4755609788074
1009.1241320380716 99.4533794213543
713.7716843324514 995.6584248617846
422.30759863916 489.0846253074813
712.7629648438536 993.0389160849832
1509.3262548048203 1394.6254858656157
1095.9267757444463 1494.3108552156611
901.9796385880637 807.3392153982862
588.0878086735397 303.84076931372675
297.0560814338933 611.7093659811939
1107.9800846241258 1507.385833088151
1400.2216498196424 1105.9790203020896
685.569503298082 1001.7644175795386
920.0411737137424 789.0869349892083
198.30964613961555 1304.902668511286
409.91902444099435 488.44643867059324
303.41756104213596 609.1449298790442
385.32172068738475 483.58010348398085
1409.0371830916163 1123.3758070277368
1500.3119425523653 1399.1400683271938
1392.286379837475 1093.5385599495812
1516.417544843857 1405.3488241457114
212.03110272870836 1287.3050783257552
896.4335616064361 795.480475315647
1390.319213268883 1103.8764970544723
1106.770850230841 1492.3644530127867
606.6030392130543 296.19950526452135
189.08383406522492 1299.059132879759
805.8887094097396 385.8579693843243
801.0216182201449 398.081405007526
920.3405621203932 793.8383008836527
611.7071995528001 307.9320950042693
297.7503125856934 614.7788498435334
804.9881567743665 402.4146650207695
213.18812279125424 1296.6433788979596
1104.9895711646063 1525.8708170514883
1500.970055721459 1390.8207843128882
1009.0347414479456 106.15121956888872
685.7553469177744 995.9853626853425
219.26873236792903 1287.4251136664402
802.2659018099062 409.93018258299867
206.03686778181213 1309.0674555620894
290.6512962725768 607.9417572308909
307.83826372275826 612.1347628316643
617.4396627792072 292.28251142181557
576.8545610524367 299.46073022497995
377.9199144881869 499.8160234259094
1494.988298115253 1400.4598725570058
602.5238708730403 298.4116395586915
891.585580791876 789.034484651961
413.6151872327408 482.06194797295603
1085.3672128268915 1496.4764034579296
410.07523562200385 503.57854805342106
1402.8879709271164 1090.8393960793464
707.4604640984677 1002.994825199475
807.5413410164099 412.28411235596036
1103.1715573363522 1502.1195060346697
386.4907620709204 504.80573580122956
1411.0037383213707 1088.6089231571787
807.5574462200731 402.1296003382951
1399.926189015545 1124.885835034556
1086.8146824440187 1504.9995538968049
292.9678915737923 614.1512756564185
586.5320760223877 305.224606335196
785.3497704667657 398.99509372224213
717.4652508130937 994.2036218627399
401.3014246194291 502.41722197813743
1398.7430187354742 1096.6655250582292
1010.7478901480603 110.02896238336952
1494.1573592983452 1390.0414678167392
581.1831570182153 307.0785650822978
988.4164717461837 101.2099733870199
1403.1228311189338 1108.0512916660452
1098.9769930673317 1496.363690178354
712.6721172600465 991.8536281768247
1502.6440158257594 1416.00036638925
988.299399308285 81.24742116642736
295.17790137637644 603.1839466031029
589.8973526181834 313.38760353502283
1001.1943757201819 108.36519028025334
408.02007407430983 508.216007605127
198.9522370968756 1284.2840004055145
1118.9101927040326 1508.3720579197318
185.06009820959832 1288.5065766312414
902.9743029157519 809.0195942824434
284.5596884801313 612.6219522216145
193.5611465741661 1303.6664606318768
900.0725237425218 802.6685681622881
899.5314284947759 795.6171550648687
198.67304618814987 1287.9050077312986
701.2934606240876 1009.2694679399305
900.8622925386336 793.0420095395283
999.1801456706349 112.83394327867757
800.3939368760786 397.04029021227984
800.6550247923219 415.0810733020286
716.1415120588093 992.4052798696944
990.4353139600156 103.36987046718595
1505.9475294196036 1403.0300215518414
1085.143711926063 1497.7377851547687
